name,date,tempmax,tempmin,avg_temp,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy
zhengzhou,2021/8/20,31.2,23,26.9,22,75.9,4.6,21.6,35.5,1005.2,52.2,223.9,19.3
zhengzhou,2021/8/21,31,22,26.6,22.1,77.1,0,10.8,166.9,1006.3,77.8,215.2,18.5
zhengzhou,2021/8/22,25.8,20,23.4,22.5,94.7,66,28.8,52.6,1004.9,91.8,20.4,1.7
zhengzhou,2021/8/23,28.6,20,24.1,20.7,82,0.3,18,322.4,1003.6,79.4,229.3,19.7
zhengzhou,2021/8/24,32.3,22.1,27,17.6,60.9,0,25.2,273.2,1002.9,11.5,273.8,23.6
zhengzhou,2021/8/25,31.6,19.8,26.1,13.8,48.2,0,19.4,267.7,1005.7,78.6,217.3,18.7
zhengzhou,2021/8/26,27,20,23.1,17.4,71,0,14.4,207.2,1011.6,73.9,110.6,9.5
zhengzhou,2021/8/27,25.7,18,21.4,17.6,80.4,0,10.8,172.7,1013.5,54,189.2,16.3
zhengzhou,2021/8/28,23,19,20.5,19.2,93,23.7,10.8,133.7,1013.2,88.8,66.3,5.8
zhengzhou,2021/8/29,21,20,20.5,19.8,95.8,63.3,28.8,27.5,1012.3,96.7,15.2,1.3
zhengzhou,2021/8/30,22,20,21.1,20.6,97.1,32.9,18,28.7,1012.8,97.6,33.7,2.9
zhengzhou,2021/8/31,24,20,21.9,20,89.4,2.4,25.2,17.4,1013.3,98.5,84.1,7.3
zhengzhou,2021/9/1,21,19,19.9,18.8,93.5,34.3,20.6,341.2,1014.3,83.1,43.4,3.8
zhengzhou,2021/9/2,30,17.5,23.6,19.2,78.5,0,7.2,252.6,1010.5,19.9,259.5,22.4
zhengzhou,2021/9/3,28,20,24.1,21.1,84.3,1.1,14.4,122.5,1007.8,45.3,182.3,15.7
zhengzhou,2021/9/4,23,19,20.3,19.3,94,23.2,25.2,21.6,1008.8,100,18.4,1.5
zhengzhou,2021/9/5,25.7,19,22.1,18.4,79.9,0,18,13.9,1014.4,79.9,151.3,13.1
zhengzhou,2021/9/6,25,20,22.5,20,86,8.8,14.4,344.3,1016.9,83.6,87.8,7.5
zhengzhou,2021/9/7,27.5,20,23.5,19.4,78.8,0,10.1,203.1,1016,38.2,223.2,19.3
zhengzhou,2021/9/8,31,17,24,18.8,75.2,0,12,182.4,1010.8,7.1,260.4,22.6
zhengzhou,2021/9/9,33,18.6,26.2,20.3,72.4,0,11.7,195.1,1008.6,0.4,257.3,22.1
zhengzhou,2021/9/10,33,20.6,26.9,21.9,75.7,0,10.8,108,1009,2,252.6,21.8
zhengzhou,2021/9/11,34,21,27.3,20.4,70.1,0,10.8,171.1,1008.6,0,258.1,22.2
zhengzhou,2021/9/12,34,20,26.8,19.7,68.4,0,14.4,98.7,1010.4,0.3,250.2,21.6
zhengzhou,2021/9/13,32,20,26.8,20.3,69.1,0,14.4,72.8,1014.1,17.8,237.5,20.3
zhengzhou,2021/9/14,31,24,27.2,22.4,76,0,14.4,52.2,1017.1,42.7,217.3,18.8
zhengzhou,2021/9/15,30,23,26.5,19.9,68.2,0,14.4,54.5,1015.9,23.9,205.4,17.8
zhengzhou,2021/9/16,30,20,24.5,17.2,64.6,0,25.2,5.5,1013.4,44.6,157.4,13.5
zhengzhou,2021/9/17,23,20,21.3,19,87.2,3.5,18,13.2,1014.9,92.8,30,2.4
zhengzhou,2021/9/18,21,17,19.5,18.9,96.2,34.2,25.2,40.6,1014,100,29.1,2.4
zhengzhou,2021/9/19,18,16,16.8,16,95.3,48.6,25.2,357.1,1010.3,98.1,12.4,1
zhengzhou,2021/9/20,29,16,22.5,16.1,70.6,0,21.6,276.1,1006.5,14.9,231.8,20.1
zhengzhou,2021/9/21,34,18,25.7,15.1,55.1,0,10.8,242.6,1004.9,0,246.9,21.3
zhengzhou,2021/9/22,30,17.6,25,18.1,68.1,0,18.8,18.1,1008.9,58.2,218.6,18.9
zhengzhou,2021/9/23,32,22,25.8,19.6,69.7,0,21.6,43.4,1013.2,38.2,192,16.4
zhengzhou,2021/9/24,24,21,22.1,20.4,90.2,18.8,18,46.4,1014.6,79.2,22.9,1.8
zhengzhou,2021/9/25,21,18,19.3,18.9,97.4,32.3,21.6,17.9,1014.6,95.3,36.4,3.2
zhengzhou,2021/9/26,22,18,19.6,17.9,89.7,3,18,351.9,1016.2,97.6,30.7,2.5
zhengzhou,2021/9/27,23.2,18.8,21,18.5,86.3,0.2,10.8,21,1015.9,66,60.9,5.1
zhengzhou,2021/9/28,20,14.8,18.4,17.6,95.4,42.7,18,355.5,1013.5,78.2,14.6,1.2
zhengzhou,2021/9/29,29,12,19.9,16.3,82,0,7.2,208.6,1011,1.4,227.6,19.6
zhengzhou,2021/9/30,30,16.3,23.4,16.7,69.1,0,14.4,191,1008.7,10.7,224.3,19.4
zhengzhou,2021/10/1,27,17,22.4,18.7,80.7,0,14.4,18,1009.5,25.5,199.6,17.2
zhengzhou,2021/10/2,31,17,24.5,19.6,76.5,0,10.8,161.9,1008.9,29.5,186.6,16.2
zhengzhou,2021/10/3,32,23,26.2,21.6,76.4,0,18,114.8,1006.8,71.3,123.1,10.6
zhengzhou,2021/10/4,22,14.5,19.2,15,77.2,0,32.4,36.1,1016.1,87.9,57.5,4.8
zhengzhou,2021/10/5,13.5,11,12.2,10.4,88.8,7.2,32.4,25.7,1023.3,100,21.7,1.8
zhengzhou,2021/10/6,12.7,10,11.2,10.2,93.7,4.1,25.2,16.5,1022.5,100,21.1,1.8
zhengzhou,2021/10/7,13.5,11,12,10.4,90.3,1.9,21.6,6.2,1022,80.7,72.7,6.5
zhengzhou,2021/10/8,14,12,13.1,11.5,90.6,3.6,14.4,11,1020.9,100,34.2,3
zhengzhou,2021/10/9,18.3,13,15.1,13.7,91.6,1.1,19.5,341.6,1020.7,93.4,112.3,9.8
zhengzhou,2021/10/10,16.3,12,14.3,9.7,75,2.6,21.6,302.9,1026.6,49.6,65.7,5.7
zhengzhou,2021/10/11,17,12,14.6,6.5,61.4,0.1,18,5.9,1028.2,98.5,113.4,9.9
zhengzhou,2021/10/12,20,11,15.5,6.6,58,0.9,18,354.1,1026.7,75.6,116.5,10.2
zhengzhou,2021/10/13,24,11,16.9,7.2,56.7,0,10.8,315.8,1024.4,7.6,186.8,16.1
zhengzhou,2021/10/14,19,13,16.5,14,85.4,10.6,25.2,318.9,1023.3,60.5,91.3,7.9
zhengzhou,2021/10/15,18.3,15,16.1,13.6,85.8,2.7,14.4,294.5,1025.5,53.9,29.4,2.5
zhengzhou,2021/10/16,16.5,9.3,13.5,1.3,45.2,0,28.8,32.8,1034.7,56.1,163.5,14.1
zhengzhou,2021/10/17,15,4,10,-0.9,50.3,0,10.8,157.1,1032.2,14.4,198.2,17.1
zhengzhou,2021/10/18,21,8.8,14.2,6.6,62.1,0,10.8,199.3,1020.9,32.2,188.9,16.3
zhengzhou,2021/10/19,13,10,11.6,7.5,76,0.1,28.8,28.5,1026.6,40.9,98.2,8.5
zhengzhou,2021/10/20,12.3,8,10.2,8.5,89.5,1.5,14.4,220.4,1026,53.8,71.6,6.2
zhengzhou,2021/10/21,18.5,6,12.4,7.3,74,0,21.6,345.9,1024.4,5.3,171.7,14.9
zhengzhou,2021/10/22,18,6,11.8,7.4,77.5,0,10.8,13.4,1028.7,22.3,173.5,14.8
zhengzhou,2021/10/23,18,7,12.2,6.3,72.2,0,10.8,168.2,1028.2,17.2,154.3,13.3
zhengzhou,2021/10/24,20,7,12.9,6.6,70.6,0,7.2,211.2,1026,4.8,179.8,15.6
zhengzhou,2021/10/25,20.8,7,13.7,7.7,70.5,0,10.8,190.9,1022.2,18.3,169.6,14.8
zhengzhou,2021/10/26,22,9,15.6,8.5,66.5,0,10.8,320,1020.5,21.4,104,8.8
zhengzhou,2021/10/27,20,9,15.4,6.1,56.5,0,18,13.1,1024.6,23.5,140.1,12.1
zhengzhou,2021/10/28,22.8,11,15.9,7.4,61.9,0.1,7.6,203.3,1023.7,13.4,161.9,13.8
zhengzhou,2021/10/29,22,9,15.2,10,73.9,0,10.8,214.2,1022.3,18.9,118.9,10.3
zhengzhou,2021/10/30,25,8,16.1,9.9,71.6,0,9.4,208.9,1021.8,0.9,168.7,14.6
zhengzhou,2021/10/31,20,10,16,9.4,67.4,0,14.4,16.8,1024.4,21.1,98.7,8.7
zhengzhou,2021/11/1,16,11,13.8,7.8,68,0,18,28,1027.5,32,87.1,7.4
zhengzhou,2021/11/2,18,12,14.1,10.5,79.1,0,10.8,233.6,1024,89.1,96.8,8.3
zhengzhou,2021/11/3,21,8,13.8,8.4,73.6,0,10.8,241,1019.8,26.7,132,11.3
zhengzhou,2021/11/4,20.8,8,14.6,9.9,74.9,0,13,176.1,1016.1,26.4,123,10.5
zhengzhou,2021/11/5,20,15,16.8,12.3,75.2,0,14.4,61.7,1013.9,34.2,59.2,5
zhengzhou,2021/11/6,18,10,15.2,10.5,73.6,0,40.1,332.3,1018,83.6,69.6,5.9
zhengzhou,2021/11/7,9,1,4.8,-5,54.5,14.3,50.4,305.7,1028.2,67,92.8,7.9
zhengzhou,2021/11/8,11,1,6.5,-9.9,30.6,0,36,295.3,1027.3,0,165.3,14.3
zhengzhou,2021/11/9,14,5,9.9,-8.2,27.8,0,36,291,1022.6,0,160.8,13.8
zhengzhou,2021/11/10,17,8,11.9,-5.4,30.6,0,32.4,295.5,1019.5,0,156.6,13.6
zhengzhou,2021/11/11,18,9,13.1,-3.4,32.4,0,21.6,293.5,1022,0,153.7,13.2
zhengzhou,2021/11/12,18,6,12,-4.6,32.3,0,25.2,289.2,1022.4,0,153.8,13.2
zhengzhou,2021/11/13,21,5,13,-6.2,28.2,0,25.2,277,1018.3,0,154.8,13.5
zhengzhou,2021/11/14,21,7,13.8,-5.3,28.5,0,14.4,268.9,1019,24.4,153.9,13.4
zhengzhou,2021/11/15,19,9.6,15,-0.1,37.1,0,18,5.1,1020,30.2,140.8,12.2
zhengzhou,2021/11/16,15.3,5,10.7,3.9,63.9,0,20.8,9,1025.1,16.6,142.7,12.3
zhengzhou,2021/11/17,20,7,13.2,5,60.5,0,14.4,206.2,1021.9,12.8,128.5,11.2
zhengzhou,2021/11/18,21,4,13.7,5.1,59,0,24.3,180.2,1014.4,0,143.5,12.3
zhengzhou,2021/11/19,14.3,6,11.3,6.1,70.9,0,18,47.6,1016,14.9,105.7,9
zhengzhou,2021/11/20,11,8,9.5,5.2,75.1,0.9,21.6,14.9,1020.1,73.7,39.8,3.5
zhengzhou,2021/11/21,13,5,9.6,-4.8,44.3,0.1,43.2,301.9,1024.5,54.1,95.9,8.1
zhengzhou,2021/11/22,9,0,4.7,-17.5,19.5,0,28.8,304.8,1029.9,1,146.5,12.7
zhengzhou,2021/11/23,14,-3,5.7,-9.5,36.1,0,11.2,243.4,1024.2,0,143.2,12.4
zhengzhou,2021/11/24,19,2,11,-9.7,24.6,0,32.4,274.3,1018.3,0,141.8,12.1
zhengzhou,2021/11/25,20,3,11.6,-7.6,28.5,0,18,288.3,1020.2,0,139.2,12
zhengzhou,2021/11/26,16,3,10,-2.1,44.4,0,14.4,18.7,1027.4,3.1,134.2,11.6
zhengzhou,2021/11/27,15,2,8.4,0.9,61.9,0,10.8,119.5,1031.1,32.5,112.8,9.6
zhengzhou,2021/11/28,14.5,5,8.7,4.3,75,0,10.8,113.1,1028.1,13.7,117.3,10.1
zhengzhou,2021/11/29,14,4,7.8,1.9,70.1,0.4,39.6,289.5,1026.1,48,55.8,4.9
zhengzhou,2021/11/30,11,2.7,7.4,-11.2,26.9,0,36,297.6,1029.3,0.1,136.5,11.9
zhengzhou,2021/12/1,11.3,-3,3.9,-9.5,40.2,0,7.9,215,1029.9,18.2,134.9,11.8
zhengzhou,2021/12/2,14,-1,8.1,-9.7,30.7,0,39.6,283.8,1023.2,0,133.9,11.7
zhengzhou,2021/12/3,17,2.8,10.3,-10.6,24.5,0,28.8,297.6,1024.7,0.1,131.6,11.5
zhengzhou,2021/12/4,18,1,7.7,-6.2,41.3,0,7.2,236.4,1026,12.3,131.5,11.4
zhengzhou,2021/12/5,17.5,0,8.2,-3.6,47.9,0,10.8,210.8,1024.4,0.8,130.3,11.3
zhengzhou,2021/12/6,14.3,1,9.3,-6.2,37.1,0,36,25.2,1027.5,4.6,129.3,11.2
zhengzhou,2021/12/7,10,5,7,-3.6,47.3,0,18,47.1,1033.2,68.5,115.4,10
zhengzhou,2021/12/8,9.2,2.3,6.4,-0.2,63,0,7.2,70.6,1030.8,79.9,50.5,4.3
zhengzhou,2021/12/9,14.5,0,7.1,1.5,70.6,0,10.8,211.4,1026.1,29.6,123.9,10.8
zhengzhou,2021/12/10,10,1,6.5,3.6,82.6,1.1,25.2,347.1,1027.3,34.6,43.3,3.8
zhengzhou,2021/12/11,11.3,7,8.3,5.9,85.5,7.1,14.4,310,1029.9,75.5,76.6,6.5
zhengzhou,2021/12/12,9.3,1,5.9,-1.9,59,0,21.6,15.1,1034.8,22.1,114.2,9.8
zhengzhou,2021/12/13,8.5,-4,3.6,-2.7,64.8,0,10.8,173.6,1028,4.1,120.5,10.5
zhengzhou,2021/12/14,16,-2,6.6,0.8,70.8,0,14.4,245,1018.5,4.1,124.6,10.8
zhengzhou,2021/12/15,12,0,5.9,-2,58.8,0,10.8,315.4,1019.2,17.8,117.8,10.3
zhengzhou,2021/12/16,14,0,8.5,-6.4,38,0,28.8,303.4,1024.9,51.6,81.3,7.1
zhengzhou,2021/12/17,6.3,-2,2.9,-13.6,30,0,21.6,335.5,1035.5,40.8,118.8,10.2
zhengzhou,2021/12/18,10,-1,4.4,-10.9,33.7,0,28.8,263.9,1030.1,50.6,106.2,9.2
zhengzhou,2021/12/19,16,-1,7.7,-8.7,34.1,0,21.6,252.4,1023.3,9,125.6,10.8
zhengzhou,2021/12/20,18,6,11.3,-10.6,21.5,0,23.5,260.1,1017.1,2.9,124.8,10.8
zhengzhou,2021/12/21,18,0,9.1,-9.1,30,0,11.6,311.5,1017.9,0,126.9,10.9
zhengzhou,2021/12/22,10,1,5.3,-1.7,61.5,0,18,20.1,1021.9,0,124.3,10.8
zhengzhou,2021/12/23,6,1,3.3,-0.4,77.7,0,25.2,22.2,1023.2,34.7,117.6,10.2
zhengzhou,2021/12/24,3,-3,-0.1,-4.6,71.8,0.1,28.8,27.3,1032.4,100,89.3,7.8
zhengzhou,2021/12/25,-2.7,-5,-3.9,-15.2,41.7,0,18,40.7,1043.1,79.4,113,9.8
zhengzhou,2021/12/26,2,-9,-3.7,-14.5,46.3,0,14.4,252,1043.3,19.5,129.9,11
zhengzhou,2021/12/27,6.3,-10,-1.3,-13.4,45.7,0,10.8,201.1,1034.9,31.5,126.2,10.9
zhengzhou,2021/12/28,10,-1.7,3.7,-10.8,39.3,0,21.6,244.6,1025.9,25.5,127.6,11
zhengzhou,2021/12/29,9,-2,4.5,-13.7,26.6,0,32.4,292.3,1028.3,3.5,131.3,11.2
zhengzhou,2021/12/30,11,-4,4.2,-14.2,27.7,0,28.8,290.1,1031,0.4,130.8,11.2
zhengzhou,2021/12/31,9,-6,2.6,-9.4,43.9,0,10.8,181,1031.3,59.8,73.1,6.4
zhengzhou,2022/1/1,13.6,-2,4.8,-8.8,41.3,0,25.2,268.9,1026.2,21.1,130.4,11.3
zhengzhou,2022/1/2,6.3,-1.5,2.3,-8.1,47.4,0,21.6,35.7,1029.1,0.5,130.3,11.3
zhengzhou,2022/1/3,10,-5,3.2,-5.3,56.5,0,10.8,4.7,1024.9,8.7,130,11.3
zhengzhou,2022/1/4,4,0,1.9,-3.9,67.6,5.2,18,19.2,1027.8,67.1,58.7,5
zhengzhou,2022/1/5,1.3,0,0.5,-0.4,93.7,4.9,18.3,9.2,1029,100,55.8,4.9
zhengzhou,2022/1/6,3,0,1.6,1,95.6,0.2,10.8,61.4,1033.3,89.8,59.1,5.2
zhengzhou,2022/1/7,6,-0.5,2.8,0.9,87.7,0,7.2,222.8,1031.6,61.9,65.7,5.7
zhengzhou,2022/1/8,8.2,-3,2.3,0.1,86.7,0,7.2,178.5,1026.6,29.7,91.4,7.8
zhengzhou,2022/1/9,4.3,-2,1.3,1.1,98.4,0,10.8,122.3,1023.6,75,110.9,9.6
zhengzhou,2022/1/10,4,-2,2.5,1,90.2,0,18,10,1025.3,84.3,87.5,7.5
zhengzhou,2022/1/11,3.5,-5,-0.3,-1.9,89.4,0,14.4,180.8,1027,24.2,130.6,11.3
zhengzhou,2022/1/12,11,-1,3.2,-2.4,71.5,0,32.4,318.2,1024.4,11,134.3,11.5
zhengzhou,2022/1/13,4.8,-6,0.1,-6.6,63.9,0,18,188.8,1030.6,5.5,142.3,12.2
zhengzhou,2022/1/14,2.3,-4,0.1,-4.7,70.7,0,14.4,184.3,1022.9,53.6,108.1,9.3
zhengzhou,2022/1/15,16,-4,5.5,-3.7,60.9,0,25.2,308,1021.6,23.1,134.6,11.6
zhengzhou,2022/1/16,7,-1,2.7,-5.2,58,0,14.4,50.7,1028.4,12.7,136.8,11.8
zhengzhou,2022/1/17,6.2,-2.3,1.6,-5.8,61.4,0,14.4,22.8,1030,17.4,143.7,12.5
zhengzhou,2022/1/18,8,-4,1.6,-2.7,74.5,0,18,200.6,1024.9,0,143.2,12.2
zhengzhou,2022/1/19,5,-2,2,-1.9,77.3,0,18,22.1,1026.6,56.2,139.7,12.1
zhengzhou,2022/1/20,0.3,-3,-1.7,-5,77.9,0,21.6,37.9,1030.2,100,39.3,3.3
zhengzhou,2022/1/21,-1.6,-3,-2.5,-4.7,84.9,3.5,14.4,22.4,1028.3,100,33.9,3
zhengzhou,2022/1/22,-0.5,-2,-1.4,-2.5,91.9,6.5,18,10,1024.5,100,57.6,4.9
zhengzhou,2022/1/23,0,-2,-1.1,-2.2,91.8,6.6,21.6,13.6,1027,100,40.9,3.5
zhengzhou,2022/1/24,1.3,-2,-0.3,-2.4,85.8,1.1,14.4,353.1,1026.5,70,73.3,6.4
zhengzhou,2022/1/25,4.8,-2.4,0.6,-0.9,90.3,0,14.4,117.6,1024.4,43.2,122.7,10.4
zhengzhou,2022/1/26,1.2,0,0.6,-0.6,91.2,1.2,14.4,23.1,1027.8,62.3,65.2,5.5
zhengzhou,2022/1/27,3,0,1.2,-4.1,68.7,0,18,0.5,1031.1,40.3,111.4,9.6
zhengzhou,2022/1/28,1,-1,-0.1,-2,87.7,0.3,14.4,343.5,1031.3,90.6,91.3,7.9
zhengzhou,2022/1/29,4,-4,0.5,-2,84.7,0,10.8,203.6,1026.6,48.4,97.8,8.4
zhengzhou,2022/1/30,6.2,-5,0.9,-2.4,80.7,0,14.4,214.9,1025.4,8.9,144.4,12.3
zhengzhou,2022/1/31,7.5,-1,3.4,-10.5,40.6,0,28.8,289.1,1027.3,16.9,171.5,14.7
zhengzhou,2022/2/1,6,-2,2,-11.1,38.5,0,21.6,42.2,1030.9,56.6,167.5,14.4
zhengzhou,2022/2/2,8,-3,2.5,-7.5,50.7,0,7.2,194.5,1029.8,76.8,159.5,13.9
zhengzhou,2022/2/3,9,-2.9,2.9,-6.7,51.4,0,10.8,185.2,1027.2,52,161.3,14
zhengzhou,2022/2/4,6,-4,2.1,-7.6,51.1,0,21.6,38.6,1029.9,2.3,169.3,14.7
zhengzhou,2022/2/5,6,-4,0.4,-11.2,45.5,0,10.8,92.6,1033.6,21.6,166.2,14.3
zhengzhou,2022/2/6,5,-4,1,-9.5,49.1,0,10.8,130.5,1031.8,75.3,138.7,11.9
zhengzhou,2022/2/7,5.2,0,2.3,-6.8,51.9,0,10.8,200.5,1028.8,85.1,137.7,11.9
zhengzhou,2022/2/8,8,-4,2.7,-5,60.5,0,10.8,209.6,1029,72.7,103.2,8.9
zhengzhou,2022/2/9,9.5,-0.7,4.3,-4.2,56.2,0,14.4,202.9,1024.1,35.6,170.6,14.8
zhengzhou,2022/2/10,10.5,-3,4.5,-2.2,65.4,0,10.8,145.7,1022.9,16,154.6,13.3
zhengzhou,2022/2/11,8.5,1,4.5,-0.2,72.3,0,10.8,141.3,1024.6,24.3,124.7,10.8
zhengzhou,2022/2/12,9.5,-2,4.3,-0.8,71.8,0,7.2,201.9,1024.8,24.1,148.9,12.9
zhengzhou,2022/2/13,7.8,1,4.5,0.3,74.9,0,14.4,102.3,1022.5,65.5,131,11.4
zhengzhou,2022/2/14,5,-1,0.8,-2.8,77.3,0,21.6,36,1025.8,68,104.1,9.1
zhengzhou,2022/2/15,4.2,0,1.6,-5.6,58.6,0,14.4,55.8,1025.6,99,126.6,11
zhengzhou,2022/2/16,2,0,0.7,-6.3,59.8,0,18,37.1,1027.1,100,55.5,4.8
zhengzhou,2022/2/17,1,-3,-0.3,-7.8,57.5,0.3,25.2,35.7,1029.5,84.2,110.6,9.6
zhengzhou,2022/2/18,5,-4,0.5,-6.8,60.5,0,14.4,7,1029.4,47.7,109.9,9.6
zhengzhou,2022/2/19,5.2,0,1.9,-5.7,59.4,0,18,31.4,1034,36.4,171.3,14.9
zhengzhou,2022/2/20,10,-6,2.5,-7.6,52.6,0,18,250,1031.2,4.6,203.1,17.6
zhengzhou,2022/2/21,11,-4,4.2,-12.3,34.8,0,9.9,248.5,1029.8,81.4,199.9,17.3
zhengzhou,2022/2/22,7,0,3.6,-12.6,30.3,0,14.4,45.9,1034,74.5,160.7,13.9
zhengzhou,2022/2/23,9,-2,3.1,-8.4,44.2,0,10.8,116.1,1034.1,23.5,202.4,17.6
zhengzhou,2022/2/24,13.5,-2,6.2,-3.6,52.9,0,14.4,184.5,1029.4,0.8,203.2,17.5
zhengzhou,2022/2/25,17,3,9.7,-1.9,46.3,0,18,189.3,1023.4,27.4,207.1,17.8
zhengzhou,2022/2/26,18,6,12.5,-7.9,28.9,0,32.4,288.9,1021.9,19.3,214.4,18.5
zhengzhou,2022/2/27,18,0,10.8,-3.4,38.9,0,26.1,166.2,1019.1,27.1,206.8,17.8
zhengzhou,2022/2/28,19,5,13.9,-3.9,30.9,0,25.2,276.2,1015.5,61.9,170.2,14.8
zhengzhou,2022/3/1,15,8,10.7,-9.7,24.1,0,28.8,356.6,1023.8,72.1,214.3,18.3
zhengzhou,2022/3/2,19,1,11.2,-5.7,33.6,0,14.4,240.7,1019.1,1.3,220.9,19.2
zhengzhou,2022/3/3,20,3,12.8,-3.8,34.3,0,10.8,222.1,1015.7,61.1,201.5,17.5
zhengzhou,2022/3/4,23,5,15.5,-6.9,23.9,0,32.4,284.5,1014.3,26.3,207.6,17.9
zhengzhou,2022/3/5,16,8,11.6,-4.3,33.3,0,18,78.2,1020.1,33.8,210.9,18.2
zhengzhou,2022/3/6,12.5,6,9.7,-2,44.6,0,10.8,147.1,1022.4,92.6,95.8,8.3
zhengzhou,2022/3/7,20.2,5,13.4,0.5,45.9,0,25.2,146.3,1018.8,4.5,228.9,19.7
zhengzhou,2022/3/8,20,5,13.7,5.8,60.4,0,14.4,163.7,1014.3,0.1,221.3,19.1
zhengzhou,2022/3/9,21.5,8,14.8,5.9,59,0,14.4,103.8,1016.6,40.9,213.5,18.4
zhengzhou,2022/3/10,24.3,10.8,17.1,7.2,54.4,0,10.8,175.6,1012.4,27.5,222.1,19.2
zhengzhou,2022/3/11,25,9,17.4,10,65.4,0,25.2,90,1012.8,3.8,225.6,19.3
zhengzhou,2022/3/12,16.3,11,12.6,9,79.4,1.6,25.2,14.9,1010.9,35.9,108.5,9.5
zhengzhou,2022/3/13,14,9,10.9,10.4,97.1,0,18,62.1,1010.7,91,149.4,12.9
zhengzhou,2022/3/14,20,9,14.1,7.9,69.4,0,14.4,297.3,1015.7,50.7,228.9,19.8
zhengzhou,2022/3/15,23.5,12,16.5,9.5,65.4,0,11.9,184.3,1010.2,20.5,173.1,15
zhengzhou,2022/3/16,16,7.8,13,10.3,83.4,4.2,36,30.7,1012.8,68,69.4,5.8
zhengzhou,2022/3/17,7,2,4.4,-2.4,62.1,0,39.6,25.3,1021.9,93.9,66.4,5.7
zhengzhou,2022/3/18,12,2,7.3,0.2,61.1,0,18,172,1013.7,61.2,202.4,17.5
zhengzhou,2022/3/19,9,3,5.2,-1.3,63.4,0,28.8,38.7,1018.5,27.8,106.2,9.2
zhengzhou,2022/3/20,8.5,2,5,-0.9,66.6,0,10.8,120.9,1020.6,28,167.8,14.4
zhengzhou,2022/3/21,9,2,5.7,0.3,69.9,0,18,55.4,1023.3,31.1,72,6.2
zhengzhou,2022/3/22,12,3,7.7,0.1,61.2,0,10.8,166.8,1025.7,28.6,150.5,12.9
zhengzhou,2022/3/23,17.2,5,10.9,3.9,63.3,0,26.8,179.3,1016.8,0,254.1,21.9
zhengzhou,2022/3/24,16,7,11.8,7.7,77,0,21.6,176.8,1009,61,223.3,19.4
zhengzhou,2022/3/25,14,9,11.1,8.8,86.2,8.5,32.4,1.1,1010,80,36.1,3.3
zhengzhou,2022/3/26,20.2,5,13.1,4.4,61.7,0,18,252.8,1017.1,37.3,193,16.7
zhengzhou,2022/3/27,15,8.5,12.5,-4.8,30.4,0,32.4,46.4,1022.6,95.4,229.6,20
zhengzhou,2022/3/28,18,5,11.8,3.4,57.3,0.2,23.1,136.5,1019.9,31.7,218.3,18.8
zhengzhou,2022/3/29,22,10,15.9,10,70.3,0.5,21.6,176.9,1015.1,28.6,230,20
zhengzhou,2022/3/30,17,11,13.8,10.5,80.9,0,21.6,35.8,1021.4,76.5,192.9,16.7
zhengzhou,2022/3/31,15,9,12.2,2.6,54,0,25.2,33.9,1031.9,99.7,166.6,14.2
zhengzhou,2022/4/1,18,7,13.1,1,46.6,0,15.1,170.6,1032.5,58.3,265.7,23
zhengzhou,2022/4/2,19,7,13.6,1.5,46,0,18,62.9,1027.9,4.4,276.7,23.9
zhengzhou,2022/4/3,20.3,4,13.5,3.1,53,0,18,170.6,1025.7,12.3,275.9,23.7
zhengzhou,2022/4/4,23,9,17.2,5.3,47.4,0,18,182,1021.8,82.8,254,22
zhengzhou,2022/4/5,31,14.6,21.7,8.2,48.7,0,14.4,175.8,1016.8,31.5,269.8,23.2
zhengzhou,2022/4/6,20,13,16.5,9.3,63.5,0,25.2,39.4,1019.2,0.3,271.4,23.6
zhengzhou,2022/4/7,23,9,16,5.5,50.9,0,14.4,66.5,1019.1,4.2,277.3,23.9
zhengzhou,2022/4/8,29,12.5,21.1,12.8,62.6,0,14.4,186.7,1011.2,3.2,270.7,23.3
zhengzhou,2022/4/9,32.5,18.5,25.7,12.5,45,0,14.4,191.3,1005.2,34.4,235.7,20.3
zhengzhou,2022/4/10,32,16.8,25.1,14.2,53.1,0,14.4,181.8,1004.5,21.2,270.9,23.3
zhengzhou,2022/4/11,32,21.3,26.9,16.6,54.2,0,21.6,191.5,1004.1,38.7,267,23.1
zhengzhou,2022/4/12,27,14,16.6,9,62.9,0.9,39.6,18.5,1014.7,87.5,109.4,9.4
zhengzhou,2022/4/13,19.2,11,15,2.8,46.1,0,18,38.7,1016.5,47.5,274.1,23.6
zhengzhou,2022/4/14,17,9,14,3.3,49.9,0,28.8,28.4,1020.7,89.2,153.4,13.2
zhengzhou,2022/4/15,16.5,13,14.2,2,44.1,0,25.2,30.1,1026.3,98.9,168.6,14.8
zhengzhou,2022/4/16,20,8.8,14.2,-1.4,37.2,0,10.8,44.4,1022.6,96.1,263.2,22.6
zhengzhou,2022/4/17,18.5,6,13.6,3.2,52.1,0,14.4,193.5,1018.5,79.8,189.2,16.3
zhengzhou,2022/4/18,23,11,17.7,3.6,41.3,0,32.4,298.3,1017.8,43,271,23.7
zhengzhou,2022/4/19,26,8.8,18.4,4.4,45.9,0,14.4,233,1018.2,10.7,293.6,25.5
zhengzhou,2022/4/20,26.7,11,20.8,7.8,44.3,0,18,195,1009.4,22.5,289.2,24.9
